id,측정일시,작업유형,sin_day,cos_day,sin_week,cos_week,season,is_holiday,전력사용량(kWh)_pred,지상무효전력량(kVarh)_pred,진상무효전력량(kVarh)_pred,지상역률(%)_pred,진상역률(%)_pred,target
32159,2024-12-01 00:00:00,Light_Load,0.0,1.0,-0.7818314824680299,0.6234898018587334,3,0,4.040138,6.1713605,0.00019941851,55.34473,99.96391,626.5246
32064,2024-12-01 00:15:00,Light_Load,0.065403129230143,0.9978589232386036,-0.7818314824680299,0.6234898018587334,3,0,3.9130454,6.10012,3.729388e-05,56.146484,99.96918,668.37714
32065,2024-12-01 00:30:00,Light_Load,0.1305261922200515,0.9914448613738104,-0.7818314824680299,0.6234898018587334,3,0,3.7402377,6.059152,-0.0026148744,56.161472,99.98286,674.17206
32066,2024-12-01 00:45:00,Light_Load,0.1950903220161282,0.9807852804032304,-0.7818314824680299,0.6234898018587334,3,0,3.7636905,6.0550194,-0.0029002614,56.51577,99.98562,675.57245
32067,2024-12-01 01:00:00,Light_Load,0.2588190451025207,0.9659258262890684,-0.7818314824680299,0.6234898018587334,3,0,3.7271419,6.046867,-0.003610272,56.609615,99.98842,679.726
32068,2024-12-01 01:15:00,Light_Load,0.3214394653031616,0.9469301294951056,-0.7818314824680299,0.6234898018587334,3,0,3.6987987,6.0445986,-0.004273791,56.618618,99.99062,679.633
32069,2024-12-01 01:30:00,Light_Load,0.3826834323650898,0.9238795325112868,-0.7818314824680299,0.6234898018587334,3,0,3.6862159,6.0455136,-0.0047046132,56.621754,99.99183,679.62006
32070,2024-12-01 01:45:00,Light_Load,0.4422886902190012,0.8968727415326884,-0.7818314824680299,0.6234898018587334,3,0,3.670753,6.0466824,-0.0051614232,56.587933,99.99302,681.22235
32071,2024-12-01 02:00:00,Light_Load,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,3,0,3.656549,6.0486765,-0.0056120344,56.533375,99.99412,681.80096
32072,2024-12-01 02:15:00,Light_Load,0.5555702330196022,0.8314696123025452,-0.7818314824680299,0.6234898018587334,3,0,3.6435676,6.051061,-0.006045241,56.4676,99.99512,682.77435
32073,2024-12-01 02:30:00,Light_Load,0.6087614290087207,0.7933533402912352,-0.7818314824680299,0.6234898018587334,3,0,3.6295009,6.0532928,-0.006487746,56.389915,99.996155,683.61786
32074,2024-12-01 02:45:00,Light_Load,0.6593458151000688,0.7518398074789774,-0.7818314824680299,0.6234898018587334,3,0,3.614904,6.055473,-0.0069364496,56.30347,99.99724,684.36176
32075,2024-12-01 03:00:00,Light_Load,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,3,0,3.6005454,6.0574985,-0.0073806234,56.21481,99.99834,684.99066
32076,2024-12-01 03:15:00,Light_Load,0.7518398074789774,0.6593458151000688,-0.7818314824680299,0.6234898018587334,3,0,3.584907,6.0590854,-0.007826466,56.121277,99.9995,685.50653
32077,2024-12-01 03:30:00,Light_Load,0.7933533402912352,0.6087614290087207,-0.7818314824680299,0.6234898018587334,3,0,3.569282,6.0603037,-0.008271355,56.02974,100.00073,685.92206
32078,2024-12-01 03:45:00,Light_Load,0.8314696123025451,0.5555702330196024,-0.7818314824680299,0.6234898018587334,3,0,3.552549,6.060907,-0.008717198,55.937656,100.00206,686.13446
32079,2024-12-01 04:00:00,Light_Load,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,3,0,3.5349154,6.0608296,-0.0091635175,55.84733,100.00352,686.2341
32080,2024-12-01 04:15:00,Light_Load,0.8968727415326884,0.4422886902190012,-0.7818314824680299,0.6234898018587334,3,0,3.5171237,6.0601044,-0.009602446,55.76226,100.00509,686.12885
32081,2024-12-01 04:30:00,Light_Load,0.9238795325112868,0.3826834323650898,-0.7818314824680299,0.6234898018587334,3,0,3.4984088,6.05846,-0.010035653,55.68235,100.00682,685.8212
32082,2024-12-01 04:45:00,Light_Load,0.9469301294951056,0.3214394653031617,-0.7818314824680299,0.6234898018587334,3,0,3.47928,6.05588,-0.010463852,55.610706,100.008766,685.3393
32083,2024-12-01 05:00:00,Light_Load,0.9659258262890684,0.2588190451025207,-0.7818314824680299,0.6234898018587334,3,0,3.4595084,6.0521617,-0.010882277,55.548138,100.01094,684.642
32084,2024-12-01 05:15:00,Light_Load,0.9807852804032304,0.1950903220161283,-0.7818314824680299,0.6234898018587334,3,0,3.4393935,6.0472918,-0.011294026,55.49708,100.01341,683.73114
32085,2024-12-01 05:30:00,Light_Load,0.9914448613738104,0.1305261922200517,-0.7818314824680299,0.6234898018587334,3,0,3.41892,6.0410967,-0.011691708,55.45771,100.0162,682.6069
32086,2024-12-01 05:45:00,Light_Load,0.9978589232386036,0.0654031292301432,-0.7818314824680299,0.6234898018587334,3,0,3.3997016,6.0336704,-0.012076754,55.43809,100.019394,681.2387
32087,2024-12-01 06:00:00,Light_Load,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,3,0,3.381166,6.02473,-0.012454409,55.436653,100.02309,679.6442
32088,2024-12-01 06:15:00,Light_Load,0.9978589232386036,-0.0654031292301431,-0.7818314824680299,0.6234898018587334,3,0,3.3666816,6.014722,-0.012828488,55.463886,100.027374,677.82
32089,2024-12-01 06:30:00,Light_Load,0.9914448613738104,-0.1305261922200516,-0.7818314824680299,0.6234898018587334,3,0,3.3589587,6.0038376,-0.013201375,55.527256,100.03235,675.72064
32090,2024-12-01 06:45:00,Light_Load,0.9807852804032304,-0.1950903220161282,-0.7818314824680299,0.6234898018587334,3,0,3.365438,5.993019,-0.01360311,55.648853,100.03823,673.4526
32091,2024-12-01 07:00:00,Light_Load,0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,3,0,3.3982692,5.983719,-0.014090914,55.862503,100.04532,670.9899
32092,2024-12-01 07:15:00,Light_Load,0.9469301294951056,-0.3214394653031616,-0.7818314824680299,0.6234898018587334,3,0,3.4826064,5.978874,-0.014763255,56.24399,100.05398,668.5905
32093,2024-12-01 07:30:00,Light_Load,0.9238795325112868,-0.3826834323650895,-0.7818314824680299,0.6234898018587334,3,0,3.6683574,5.9834285,-0.015851159,56.95657,100.064926,666.8305
32094,2024-12-01 07:45:00,Light_Load,0.8968727415326884,-0.4422886902190011,-0.7818314824680299,0.6234898018587334,3,0,4.0429053,6.0026546,-0.017929453,58.300827,100.07992,667.60297
