id,측정일시,작업유형,sin_day,cos_day,sin_week,cos_week,season,is_holiday,전력사용량(kWh)_pred,지상무효전력량(kVarh)_pred,진상무효전력량(kVarh)_pred,지상역률(%)_pred,진상역률(%)_pred,target
32159,2024-12-01 00:00:00,Light_Load,0.0,1.0,-0.7818314824680299,0.6234898018587334,3,0,14.216387390015901,10.493408898644894,0.009497805143844375,72.99630931267528,99.83500476855157,1940.579974856167
32064,2024-12-01 00:15:00,Light_Load,0.065403129230143,0.9978589232386036,-0.7818314824680299,0.6234898018587334,3,0,13.21216069340051,9.703224037853714,-0.004996086807158665,72.91487757148445,99.86309991010555,1692.606850985843
32065,2024-12-01 00:30:00,Light_Load,0.1305261922200515,0.9914448613738104,-0.7818314824680299,0.6234898018587334,3,0,12.66133075029725,9.709827064698027,-0.0052075561325636704,72.21076719581961,99.58624423468387,1692.8236005990211
32066,2024-12-01 00:45:00,Light_Load,0.1950903220161282,0.9807852804032304,-0.7818314824680299,0.6234898018587334,3,0,10.75298166145192,9.21606621638536,0.003001230565038605,70.51674451698705,99.90585702045732,1520.2332855970258
32067,2024-12-01 01:00:00,Light_Load,0.2588190451025207,0.9659258262890684,-0.7818314824680299,0.6234898018587334,3,0,10.803535696286444,9.174084947705303,0.00249329010025528,69.57478589818183,99.85280925415071,1528.450061729846
32068,2024-12-01 01:15:00,Light_Load,0.3214394653031616,0.9469301294951056,-0.7818314824680299,0.6234898018587334,3,0,9.021066804512145,7.652799451165373,0.02743499277540162,68.12056006373084,99.65699530644312,1346.9964900981622
32069,2024-12-01 01:30:00,Light_Load,0.3826834323650898,0.9238795325112868,-0.7818314824680299,0.6234898018587334,3,0,7.391197946995929,6.878195731720586,-0.03032747681432537,67.095844706348,100.0643402564267,1093.215284047376
32070,2024-12-01 01:45:00,Light_Load,0.4422886902190012,0.8968727415326884,-0.7818314824680299,0.6234898018587334,3,0,7.001895305369361,6.578771888853474,0.03624541108870735,67.18939320395296,99.44597477822063,1089.8451308040846
32071,2024-12-01 02:00:00,Light_Load,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,3,0,7.07249281711438,6.632247202051197,0.004375511476012639,66.09442284485358,99.93466218881127,1093.9223047864903
32072,2024-12-01 02:15:00,Light_Load,0.5555702330196022,0.8314696123025452,-0.7818314824680299,0.6234898018587334,3,0,6.709979500623536,6.524371517239331,0.03769494680944467,65.70219574062054,99.89348076161541,1082.6722056441542
32073,2024-12-01 02:30:00,Light_Load,0.6087614290087207,0.7933533402912352,-0.7818314824680299,0.6234898018587334,3,0,6.876003757485801,6.471403585667843,0.025861938481825324,65.90602064344723,100.02216396078116,1059.1862706970935
32074,2024-12-01 02:45:00,Light_Load,0.6593458151000688,0.7518398074789774,-0.7818314824680299,0.6234898018587334,3,0,6.971224365336354,6.539669466341418,-0.1971092291288064,65.28528834050647,100.18753327583843,1068.275937804944
32075,2024-12-01 03:00:00,Light_Load,0.7071067811865476,0.7071067811865476,-0.7818314824680299,0.6234898018587334,3,0,6.352868536704931,6.582792076259292,0.19780653176209184,64.48131632824335,98.83094787168191,1091.5413442054728
32076,2024-12-01 03:15:00,Light_Load,0.7518398074789774,0.6593458151000688,-0.7818314824680299,0.6234898018587334,3,0,6.433015612754136,6.014894628242814,0.032224877619814636,64.17719483563677,99.9008497834212,1050.918436058522
32077,2024-12-01 03:30:00,Light_Load,0.7933533402912352,0.6087614290087207,-0.7818314824680299,0.6234898018587334,3,0,6.5474873673206595,6.0858133404959975,-0.015371024986522853,63.813479012321835,99.96710296374002,1045.6934233977122
32078,2024-12-01 03:45:00,Light_Load,0.8314696123025451,0.5555702330196024,-0.7818314824680299,0.6234898018587334,3,0,6.094219859001454,6.157869206373752,-0.1443508516766909,62.82238924290302,99.90857273074728,1039.1002456825063
32079,2024-12-01 04:00:00,Light_Load,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,3,0,6.314270968013556,6.2245650018447325,0.1003684759891685,62.371905723785936,99.77001409938013,1063.6564772728536
32080,2024-12-01 04:15:00,Light_Load,0.8968727415326884,0.4422886902190012,-0.7818314824680299,0.6234898018587334,3,0,6.336669491844745,6.204892843376403,0.0834326717497001,61.07180229472671,99.8274207193715,1055.2561464996122
32081,2024-12-01 04:30:00,Light_Load,0.9238795325112868,0.3826834323650898,-0.7818314824680299,0.6234898018587334,3,0,5.924996379201922,6.02730780349315,-0.009702126504174373,60.71007305144131,99.8101276493089,1021.8923007107942
32082,2024-12-01 04:45:00,Light_Load,0.9469301294951056,0.3214394653031617,-0.7818314824680299,0.6234898018587334,3,0,6.154894364024407,6.066639391801787,0.015899755007827115,60.62790143427504,99.86714951571739,1046.7254499009507
32083,2024-12-01 05:00:00,Light_Load,0.9659258262890684,0.2588190451025207,-0.7818314824680299,0.6234898018587334,3,0,6.034817112822826,5.911789387865927,-0.005194811567156669,60.59336641141522,99.8205751566476,1024.3821068727052
32084,2024-12-01 05:15:00,Light_Load,0.9807852804032304,0.1950903220161283,-0.7818314824680299,0.6234898018587334,3,0,5.589646968712357,5.5732990305975605,0.04421693653272216,61.06487238753227,99.83745964222507,965.0572607197706
32085,2024-12-01 05:30:00,Light_Load,0.9914448613738104,0.1305261922200517,-0.7818314824680299,0.6234898018587334,3,0,5.007558875135258,5.26412891217648,-0.011652517486825888,60.66074129910623,99.94055397972978,877.6268622507305
32086,2024-12-01 05:45:00,Light_Load,0.9978589232386036,0.0654031292301432,-0.7818314824680299,0.6234898018587334,3,0,3.956034810992363,4.6665000898356315,-0.055838853893074136,59.77332924157997,99.84534115774889,743.8155539662732
32087,2024-12-01 06:00:00,Light_Load,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,3,0,3.9240925137787794,4.705578448259059,0.03488615594197855,59.04440948569733,99.87853440082974,744.7309381065039
32088,2024-12-01 06:15:00,Light_Load,0.9978589232386036,-0.0654031292301431,-0.7818314824680299,0.6234898018587334,3,0,4.027880261245184,4.701093287682572,0.04394289576667634,59.03759455593262,99.79459662734558,765.9931089473341
32089,2024-12-01 06:30:00,Light_Load,0.9914448613738104,-0.1305261922200516,-0.7818314824680299,0.6234898018587334,3,0,3.9421705374915854,4.7337868896466215,0.0037537879405337947,59.2031009304522,99.83083454097552,758.487098761151
32090,2024-12-01 06:45:00,Light_Load,0.9807852804032304,-0.1950903220161282,-0.7818314824680299,0.6234898018587334,3,0,4.169682929245384,4.935003793940872,-0.026188375290216295,58.392670536353094,99.8146898221415,790.8530574401711
32091,2024-12-01 07:00:00,Light_Load,0.9659258262890684,-0.2588190451025206,-0.7818314824680299,0.6234898018587334,3,0,4.316583929680591,5.133193090408215,0.06513729396503341,58.100738175516895,99.82104592098182,810.6841188346863
32092,2024-12-01 07:15:00,Light_Load,0.9469301294951056,-0.3214394653031616,-0.7818314824680299,0.6234898018587334,3,0,4.124076386084825,4.979893993265895,0.047956500762146984,57.81832703429043,99.80525011204327,802.4224737294693
32093,2024-12-01 07:30:00,Light_Load,0.9238795325112868,-0.3826834323650895,-0.7818314824680299,0.6234898018587334,3,0,3.700732669902627,4.802547802478632,-0.039813117307382496,58.3461996558717,99.90347207160275,717.7650475148206
32094,2024-12-01 07:45:00,Light_Load,0.8968727415326884,-0.4422886902190011,-0.7818314824680299,0.6234898018587334,3,0,3.9116009919883448,4.857157386212806,0.00762334464805345,58.18089406399817,99.98547606541324,749.0185908186235
