id,측정일시,작업유형,sin_day,cos_day,sin_week,cos_week,season,is_holiday,전력사용량(kWh)_pred,지상무효전력량(kVarh)_pred,진상무효전력량(kVarh)_pred,지상역률(%)_pred,진상역률(%)_pred,target
32159,2024-12-01 00:00:00,Light_Load,0.0,1.0,-0.7818314824680299,0.6234898018587334,3,0,29.695803074464138,16.05242137559584,-1.8353408572887115,64.1139821273157,112.41496417179788,3728.682909716663
32064,2024-12-01 00:15:00,Light_Load,0.065403129230143,0.9978589232386036,-0.7818314824680299,0.6234898018587334,3,0,30.180916864416673,16.064942053549178,-1.7962002495885327,64.52977024541788,112.1666412849329,3840.727719670147
32065,2024-12-01 00:30:00,Light_Load,0.1305261922200515,0.9914448613738104,-0.7818314824680299,0.6234898018587334,3,0,30.4646058770619,16.103713261452842,-1.7924723557696156,64.63057100852559,112.16749203718118,3849.491327694093
32066,2024-12-01 00:45:00,Light_Load,0.1950903220161282,0.9807852804032304,-0.7818314824680299,0.6234898018587334,3,0,30.674092998950456,16.058982478159045,-1.7781426131804317,64.26891910095429,112.07654077357441,3848.6259424169284
32067,2024-12-01 01:00:00,Light_Load,0.2588190451025207,0.9659258262890684,-0.7818314824680299,0.6234898018587334,3,0,28.218801363472778,14.871967426872464,-1.5515232661217944,64.10460297255793,110.5279437341517,3542.6477593448867
32068,2024-12-01 01:15:00,Light_Load,0.3214394653031616,0.9469301294951056,-0.7818314824680299,0.6234898018587334,3,0,18.000040212302707,10.626222158480005,-0.5976466300786711,64.41910936900808,104.0844389092241,2330.3224108272075
32069,2024-12-01 01:30:00,Light_Load,0.3826834323650898,0.9238795325112868,-0.7818314824680299,0.6234898018587334,3,0,12.769431913286446,8.110158966989102,-0.21869278786577517,64.75972725247671,101.39265575322283,1819.2951074967568
32070,2024-12-01 01:45:00,Light_Load,0.4422886902190012,0.8968727415326884,-0.7818314824680299,0.6234898018587334,3,0,12.68700833062963,7.779401510986093,-0.29600843504550145,64.78893795897672,102.03838703096073,1837.8057640401735
32071,2024-12-01 02:00:00,Light_Load,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,3,0,7.29085307116604,5.553547084330807,0.25428143711218265,65.03956670551831,98.44578200097808,1084.0745546706103
32072,2024-12-01 02:15:00,Light_Load,0.5555702330196022,0.8314696123025452,-0.7818314824680299,0.6234898018587334,3,0,7.16601215770158,5.559459884683365,0.25695036277939654,64.69201542897352,98.46431745951783,1086.7942552939496
