id,측정일시,전력사용량(kWh),지상무효전력량(kVarh),진상무효전력량(kVarh),탄소배출량(tCO2),지상역률(%),진상역률(%),작업유형,전기요금(원),월,일,연월
0,2024-01-01 00:15:00,3.17,2.95,0.0,0.0,73.21,100.0,Light_Load,515.4689031732386,1,1,2024-01
1,2024-01-01 00:30:00,4.0,4.46,0.0,0.0,66.77,100.0,Light_Load,713.151879376245,1,1,2024-01
2,2024-01-01 00:45:00,3.24,3.28,0.0,0.0,70.28,100.0,Light_Load,548.8155299895075,1,1,2024-01
3,2024-01-01 01:00:00,3.31,3.56,0.0,0.0,68.09,100.0,Light_Load,578.6483585288105,1,1,2024-01
4,2024-01-01 01:15:00,3.82,4.5,0.0,0.0,64.72,100.0,Light_Load,702.6509740817453,1,1,2024-01
5,2024-01-01 01:30:00,3.28,3.56,0.0,0.0,67.76,100.0,Light_Load,576.2226174351438,1,1,2024-01
6,2024-01-01 01:45:00,3.6,4.14,0.0,0.0,65.62,100.0,Light_Load,653.0793978117994,1,1,2024-01
7,2024-01-01 02:00:00,3.6,4.28,0.0,0.0,64.37,100.0,Light_Load,665.744958235216,1,1,2024-01
8,2024-01-01 02:15:00,3.28,3.64,0.0,0.0,66.94,100.0,Light_Load,583.261906024688,1,1,2024-01
9,2024-01-01 02:30:00,3.78,4.72,0.0,0.0,62.51,100.0,Light_Load,719.8286030310682,1,1,2024-01
10,2024-01-01 02:45:00,3.46,4.03,0.0,0.0,65.14,100.0,Light_Load,632.2755784377964,1,1,2024-01
11,2024-01-01 03:00:00,3.24,3.64,0.0,0.0,66.49,100.0,Light_Load,580.085255085627,1,1,2024-01
12,2024-01-01 03:15:00,3.96,4.97,0.0,0.0,62.32,100.0,Light_Load,756.4534752001143,1,1,2024-01
13,2024-01-01 03:30:00,3.31,3.74,0.0,0.0,66.27,100.0,Light_Load,594.5194383209879,1,1,2024-01
14,2024-01-01 03:45:00,3.31,3.85,0.0,0.0,65.19,100.0,Light_Load,604.3872380210377,1,1,2024-01
15,2024-01-01 04:00:00,3.89,5.0,0.0,0.0,61.4,100.0,Light_Load,754.1045555910351,1,1,2024-01
16,2024-01-01 04:15:00,3.28,3.82,0.0,0.0,65.14,100.0,Light_Load,599.3513060315755,1,1,2024-01
17,2024-01-01 04:30:00,3.56,4.28,0.0,0.0,63.95,100.0,Light_Load,662.6900092806952,1,1,2024-01
18,2024-01-01 04:45:00,3.74,4.54,0.0,0.0,63.58,100.0,Light_Load,700.1944275171323,1,1,2024-01
19,2024-01-01 05:00:00,3.31,3.6,0.0,0.0,67.68,100.0,Light_Load,582.144504262686,1,1,2024-01
20,2024-01-01 05:15:00,3.56,4.07,0.0,0.0,65.84,100.0,Light_Load,643.6698483806695,1,1,2024-01
21,2024-01-01 05:30:00,3.56,4.1,0.0,0.0,65.56,100.0,Light_Load,646.3620903585842,1,1,2024-01
22,2024-01-01 05:45:00,3.28,3.49,0.0,0.0,68.48,100.0,Light_Load,570.1224319540443,1,1,2024-01
23,2024-01-01 06:00:00,3.78,4.32,0.0,0.0,65.85,100.0,Light_Load,683.311300518406,1,1,2024-01
24,2024-01-01 06:15:00,3.35,3.64,0.0,0.0,67.72,100.0,Light_Load,588.8724557237437,1,1,2024-01
25,2024-01-01 06:30:00,3.24,3.35,0.0,0.0,69.52,100.0,Light_Load,554.7745524519166,1,1,2024-01
26,2024-01-01 06:45:00,3.89,4.46,0.0,0.0,65.73,100.0,Light_Load,704.4766998396916,1,1,2024-01
27,2024-01-01 07:00:00,3.31,3.53,0.0,0.0,68.4,100.0,Light_Load,576.0381533910303,1,1,2024-01
28,2024-01-01 07:15:00,3.28,3.49,0.0,0.0,68.48,100.0,Light_Load,570.1224319540443,1,1,2024-01
29,2024-01-01 07:30:00,3.85,4.75,0.0,0.0,62.97,100.0,Light_Load,727.8373093789162,1,1,2024-01
30,2024-01-01 07:45:00,3.2,3.6,0.0,0.0,66.44,100.0,Light_Load,573.362934188111,1,1,2024-01
31,2024-01-01 08:00:00,3.31,3.78,0.0,0.0,65.88,100.0,Light_Load,598.093397565178,1,1,2024-01
32,2024-01-01 08:15:00,3.78,4.75,0.0,0.0,62.27,100.0,Light_Load,722.6194902244885,1,1,2024-01
33,2024-01-01 08:30:00,3.28,3.74,0.0,0.0,65.94,100.0,Light_Load,592.1587156812134,1,1,2024-01
34,2024-01-01 08:45:00,3.49,4.46,0.18,0.0,61.63,99.87,Light_Load,691.1352840823616,1,1,2024-01
35,2024-01-01 09:00:00,3.89,0.0,15.66,0.0,100.0,24.11,Light_Load,1784.8821244052951,1,1,2024-01
36,2024-01-01 09:15:00,3.6,0.0,16.96,0.0,100.0,20.76,Light_Load,1917.836724708674,1,1,2024-01
37,2024-01-01 09:30:00,4.03,0.0,21.28,0.0,100.0,18.61,Light_Load,2395.7368937619763,1,1,2024-01
38,2024-01-01 09:45:00,3.92,0.0,19.22,0.0,100.0,19.98,Light_Load,2169.7979638319844,1,1,2024-01
39,2024-01-01 10:00:00,3.64,0.0,16.88,0.0,100.0,21.08,Light_Load,1910.1090177110589,1,1,2024-01
40,2024-01-01 10:15:00,4.07,0.0,22.32,0.0,100.0,17.94,Light_Load,2509.649232241195,1,1,2024-01
41,2024-01-01 10:30:00,3.71,0.0,18.0,0.0,100.0,20.19,Light_Load,2032.9314315581537,1,1,2024-01
42,2024-01-01 10:45:00,3.6,0.0,16.92,0.0,100.0,20.81,Light_Load,1913.5087566052543,1,1,2024-01
43,2024-01-01 11:00:00,4.21,0.0,23.4,0.0,100.0,17.71,Light_Load,2629.961384193837,1,1,2024-01
44,2024-01-01 11:15:00,3.49,0.0,5.65,0.0,100.0,52.55,Light_Load,734.5951952647183,1,1,2024-01
45,2024-01-01 11:30:00,3.46,0.0,4.82,0.0,100.0,58.31,Light_Load,656.3144904176359,1,1,2024-01
46,2024-01-01 11:45:00,4.0,0.0,6.7,0.0,100.0,51.26,Light_Load,863.1553640468339,1,1,2024-01
47,2024-01-01 12:00:00,3.49,0.0,4.57,0.0,100.0,60.69,Light_Load,636.0631713932715,1,1,2024-01
48,2024-01-01 12:15:00,3.6,0.0,12.89,0.0,100.0,26.9,Light_Load,1480.3978635264718,1,1,2024-01
49,2024-01-01 12:30:00,4.25,0.0,23.15,0.0,100.0,18.06,Light_Load,2603.54440727749,1,1,2024-01
50,2024-01-01 12:45:00,3.67,0.0,16.67,0.0,100.0,21.5,Light_Load,1888.118777450135,1,1,2024-01
51,2024-01-01 13:00:00,3.67,0.0,16.63,0.0,100.0,21.55,Light_Load,1883.797878495615,1,1,2024-01
52,2024-01-01 13:15:00,4.25,0.0,23.33,0.0,100.0,17.92,Light_Load,2623.130378844895,1,1,2024-01
53,2024-01-01 13:30:00,3.64,0.0,16.74,0.0,100.0,21.25,Light_Load,1894.9736274227712,1,1,2024-01
54,2024-01-01 13:45:00,3.67,0.0,16.99,0.0,100.0,21.11,Light_Load,1922.702953270705,1,1,2024-01
55,2024-01-01 14:00:00,4.28,0.0,23.4,0.0,100.0,17.99,Light_Load,2631.3434993665355,1,1,2024-01
56,2024-01-01 14:15:00,3.64,0.0,16.67,0.0,100.0,21.33,Light_Load,1887.4080664411508,1,1,2024-01
57,2024-01-01 14:30:00,3.78,0.0,18.25,0.0,100.0,20.28,Light_Load,2061.5800411021623,1,1,2024-01
58,2024-01-01 14:45:00,4.1,0.0,22.1,0.0,100.0,18.24,Light_Load,2486.315594986104,1,1,2024-01
59,2024-01-01 15:00:00,3.64,0.0,16.7,0.0,100.0,21.3,Light_Load,1890.6502737087835,1,1,2024-01
60,2024-01-01 15:15:00,3.92,0.0,19.33,0.0,100.0,19.87,Light_Load,2181.721583160075,1,1,2024-01
61,2024-01-01 15:30:00,4.1,0.0,21.35,0.0,100.0,18.86,Light_Load,2404.7934358359053,1,1,2024-01
62,2024-01-01 15:45:00,3.6,0.0,16.81,0.0,100.0,20.94,Light_Load,1901.6091381435376,1,1,2024-01
63,2024-01-01 16:00:00,3.96,0.0,20.45,0.0,100.0,19.01,Light_Load,2304.10812001996,1,1,2024-01
64,2024-01-01 16:15:00,4.0,0.0,20.77,0.0,100.0,18.91,Light_Load,2339.7019154215104,1,1,2024-01
65,2024-01-01 16:30:00,3.6,0.0,16.81,0.0,100.0,20.94,Light_Load,1901.6091381435376,1,1,2024-01
66,2024-01-01 16:45:00,4.07,0.0,21.64,0.0,100.0,18.48,Light_Load,2435.6882559648298,1,1,2024-01
67,2024-01-01 17:00:00,3.82,0.0,19.19,0.0,100.0,19.52,Light_Load,2164.3598138494563,1,1,2024-01
68,2024-01-01 17:15:00,3.56,0.0,16.96,0.0,100.0,20.54,Light_Load,1916.922891698424,1,1,2024-01
69,2024-01-01 17:30:00,4.1,0.0,23.51,0.0,100.0,17.18,Light_Load,2639.820077536813,1,1,2024-01
70,2024-01-01 17:45:00,3.6,0.0,17.39,0.0,100.0,20.27,Light_Load,1964.3895799220195,1,1,2024-01
71,2024-01-01 18:00:00,3.6,0.0,17.35,0.0,100.0,20.32,Light_Load,1960.057032214572,1,1,2024-01
72,2024-01-01 18:15:00,4.0,0.0,8.96,0.0,100.0,40.77,Light_Load,1085.39454890902,1,1,2024-01
73,2024-01-01 18:30:00,3.42,0.0,5.47,0.0,100.0,53.01,Light_Load,713.5968714206475,1,1,2024-01
74,2024-01-01 18:45:00,3.67,0.0,16.24,0.0,100.0,22.04,Light_Load,1841.6949256445164,1,1,2024-01
75,2024-01-01 19:00:00,4.07,0.0,22.57,0.0,100.0,17.75,Light_Load,2536.859359355288,1,1,2024-01
76,2024-01-01 19:15:00,3.53,0.0,17.39,0.0,100.0,19.89,Light_Load,1962.834567531364,1,1,2024-01
77,2024-01-01 19:30:00,3.85,0.0,20.74,0.0,100.0,18.25,Light_Load,2333.358134497344,1,1,2024-01
78,2024-01-01 19:45:00,3.96,0.0,20.88,0.0,100.0,18.63,Light_Load,2350.8227165041503,1,1,2024-01
79,2024-01-01 20:00:00,3.56,0.0,17.35,0.0,100.0,20.1,Light_Load,1959.1628925666057,1,1,2024-01
80,2024-01-01 20:15:00,4.03,0.0,22.54,0.0,100.0,17.6,Light_Load,2532.811149795178,1,1,2024-01
81,2024-01-01 20:30:00,3.74,0.0,19.55,0.0,100.0,18.79,Light_Load,2201.748942136122,1,1,2024-01
82,2024-01-01 20:45:00,3.56,0.0,17.42,0.0,100.0,20.02,Light_Load,1966.7485670690685,1,1,2024-01
83,2024-01-01 21:00:00,4.21,0.0,24.26,0.0,100.0,17.1,Light_Load,2723.639568852567,1,1,2024-01
84,2024-01-01 21:15:00,3.56,0.0,17.75,0.0,100.0,19.66,Light_Load,2002.5258337727028,1,1,2024-01
85,2024-01-01 21:30:00,3.53,0.0,17.42,0.0,100.0,19.86,Light_Load,1966.0868174579448,1,1,2024-01
86,2024-01-01 21:45:00,4.25,0.0,25.2,0.0,100.0,16.63,Light_Load,2826.8753564738886,1,1,2024-01
87,2024-01-01 22:00:00,3.53,0.0,17.5,0.0,100.0,19.77,Light_Load,1974.7605610519047,1,1,2024-01
88,2024-01-01 22:15:00,3.56,1.44,10.08,0.0,92.7,33.3,Light_Load,1354.0604806876242,1,1,2024-01
89,2024-01-01 22:30:00,3.67,4.21,0.0,0.0,65.71,100.0,Light_Load,664.8354890758255,1,1,2024-01
90,2024-01-01 22:45:00,3.24,3.35,0.0,0.0,69.52,100.0,Light_Load,554.7745524519166,1,1,2024-01
91,2024-01-01 23:00:00,3.53,3.74,0.0,0.0,68.64,100.0,Light_Load,612.189878163331,1,1,2024-01
92,2024-01-01 23:15:00,3.53,3.42,0.0,0.0,71.82,100.0,Light_Load,585.072678224117,1,1,2024-01
93,2024-01-01 23:30:00,3.24,2.95,0.0,0.0,73.94,100.0,Light_Load,521.5997407297519,1,1,2024-01
94,2024-01-01 23:45:00,3.67,3.96,0.0,0.0,67.97,100.0,Light_Load,642.7004821184763,1,1,2024-01
95,2024-01-02 00:00:00,3.42,3.46,0.0,0.0,70.3,100.0,Light_Load,579.1171173161711,1,2,2024-01
96,2024-01-02 00:15:00,3.2,3.1,0.0,0.0,71.82,100.0,Light_Load,530.3540346442177,1,2,2024-01
97,2024-01-02 00:30:00,3.85,4.61,0.0,0.0,64.1,100.0,Light_Load,714.9676365921205,1,2,2024-01
98,2024-01-02 00:45:00,3.28,3.67,0.0,0.0,66.64,100.0,Light_Load,585.9197402250766,1,2,2024-01
99,2024-01-02 01:00:00,3.35,3.6,0.0,0.0,68.12,100.0,Light_Load,585.3777617483688,1,2,2024-01
100,2024-01-02 01:15:00,3.89,4.72,0.0,0.0,63.6,100.0,Light_Load,728.0854929764513,1,2,2024-01
101,2024-01-02 01:30:00,3.28,3.53,0.0,0.0,68.07,100.0,Light_Load,573.6013739330382,1,2,2024-01
102,2024-01-02 01:45:00,3.46,3.96,0.0,0.0,65.8,100.0,Light_Load,625.9769170440877,1,2,2024-01
103,2024-01-02 02:00:00,3.78,4.82,0.0,0.0,61.71,100.0,Light_Load,729.1580357475567,1,2,2024-01
104,2024-01-02 02:15:00,3.31,3.53,0.0,0.0,68.4,100.0,Light_Load,576.0381533910303,1,2,2024-01
